# Training inputs, Training outputs, Predictions
-0.999531,-0.001073,0.001001
-0.998948,0.002151,0.001000
-0.996748,0.000210,0.000994
-0.994419,-0.000078,0.000987
-0.993919,0.001474,0.000986
-0.993919,0.000771,0.000986
-0.992727,-0.000138,0.000983
-0.990660,0.001204,0.000978
-0.990618,0.000148,0.000977
-0.984844,0.001474,0.000963
-0.984842,-0.000348,0.000963
-0.984842,-0.000915,0.000963
-0.983048,0.000075,0.000959
-0.982372,-0.000077,0.000957
-0.979921,-0.000042,0.000952
-0.978234,-0.000314,0.000948
-0.975765,-0.000015,0.000943
-0.974083,0.001024,0.000939
-0.974081,-0.001563,0.000939
-0.972410,0.000962,0.000936
-0.972196,0.000592,0.000935
-0.972146,0.000858,0.000935
-0.968697,-0.000003,0.000928
-0.966688,0.001246,0.000924
-0.966688,0.000580,0.000924
-0.965795,-0.000245,0.000923
-0.965404,-0.000509,0.000922
-0.963317,-0.000917,0.000918
-0.963018,-0.001730,0.000918
-0.961695,0.000276,0.000915
-0.961085,-0.000309,0.000914
-0.960991,-0.001657,0.000914
-0.958003,-0.000139,0.000909
-0.957611,0.000236,0.000909
-0.957611,0.000690,0.000909
-0.957507,-0.000395,0.000908
-0.954346,-0.000942,0.000904
-0.953890,-0.001247,0.000903
-0.952554,0.001164,0.000901
-0.952052,-0.000961,0.000900
-0.950886,-0.000421,0.000899
-0.949248,0.001877,0.000896
-0.949219,0.000070,0.000896
-0.948534,0.000377,0.000895
-0.947234,-0.000870,0.000894
-0.944761,-0.000094,0.000890
-0.943597,-0.000001,0.000889
-0.943112,-0.001394,0.000888
-0.941790,-0.000783,0.000887
-0.940931,-0.000198,0.000886
-0.939457,-0.000229,0.000884
-0.939457,-0.000155,0.000884
-0.938863,0.000440,0.000884
-0.936369,0.001143,0.000881
-0.935633,-0.000369,0.000881
-0.934173,-0.001200,0.000879
-0.932772,0.001642,0.000878
-0.932643,-0.000541,0.000878
-0.931027,-0.001867,0.000877
-0.927752,-0.000167,0.000874
-0.926505,0.001271,0.000873
-0.925644,0.000477,0.000873
-0.925233,0.000390,0.000872
-0.924355,0.001541,0.000872
-0.921303,0.001093,0.000870
-0.921303,0.000805,0.000870
-0.920264,0.003573,0.000870
-0.920263,0.001775,0.000870
-0.917377,0.000335,0.000869
-0.916641,-0.000277,0.000868
-0.916067,0.003988,0.000868
-0.914785,0.003485,0.000868
-0.912226,-0.000800,0.000867
-0.911292,0.001271,0.000867
-0.909500,0.001257,0.000867
-0.908248,0.002089,0.000867
-0.907779,-0.000627,0.000867
-0.907355,0.001014,0.000867
-0.907334,0.000160,0.000867
-0.905770,-0.000405,0.000867
-0.903149,0.000013,0.000867
-0.900379,0.000540,0.000867
-0.899491,-0.000398,0.000868
-0.899120,-0.000531,0.000868
-0.898415,-0.000804,0.000868
-0.896941,0.000081,0.000868
-0.894418,0.000425,0.000869
-0.894072,-0.000635,0.000869
-0.894072,0.002918,0.000869
-0.892817,0.000136,0.000870
-0.891277,0.000282,0.000871
-0.891203,-0.000235,0.000871
