# Training inputs, Training outputs, Predictions
-0.999294,0.004640,0.005787
-0.993843,0.003701,0.005820
-0.990328,0.007349,0.005842
-0.986876,0.004446,0.005865
-0.965437,0.007199,0.006023
-0.961596,0.006529,0.006055
-0.957415,0.006692,0.006091
-0.941205,0.007869,0.006242
-0.932667,0.007075,0.006330
-0.931579,0.005889,0.006341
-0.927953,0.004855,0.006380
-0.911311,0.006756,0.006574
-0.898491,0.011223,0.006738
-0.897722,0.002921,0.006748
-0.871491,0.007642,0.007130
-0.869029,0.009138,0.007169
-0.851521,0.009575,0.007463
-0.846670,0.009943,0.007550
-0.839567,0.005650,0.007681
-0.830007,0.004151,0.007866
-0.821627,0.003020,0.008035
-0.810105,0.008913,0.008281
-0.796149,0.009724,0.008598
-0.791732,0.011392,0.008703
-0.789208,0.011599,0.008764
-0.779728,0.013657,0.009000
-0.762292,0.009631,0.009463
-0.760476,0.008586,0.009514
-0.749140,0.011946,0.009838
-0.731745,0.012672,0.010371
-0.728435,0.009211,0.010477
-0.721719,0.013992,0.010698
-0.702049,0.007549,0.011383
-0.672154,0.011331,0.012546
-0.662795,0.013870,0.012943
-0.657376,0.013729,0.013181
-0.645550,0.015167,0.013720
-0.642260,0.015389,0.013875
-0.633333,0.013529,0.014307
-0.626788,0.013724,0.014635
-0.616819,0.010005,0.015154
-0.612365,0.012408,0.015394
-0.593005,0.018056,0.016495
-0.588087,0.022586,0.016791
-0.574410,0.022962,0.017653
-0.559356,0.019402,0.018672
-0.559147,0.019306,0.018686
-0.544948,0.018881,0.019724
-0.530625,0.024385,0.020854
-0.525290,0.020499,0.021299
-0.522682,0.026686,0.021522
-0.504437,0.019627,0.023181
-0.491433,0.022560,0.024485
-0.473849,0.031183,0.026442
-0.473162,0.024045,0.026524
-0.462893,0.038379,0.027794
-0.457575,0.036013,0.028492
-0.456562,0.041964,0.028629
-0.443261,0.024933,0.030527
-0.432998,0.036041,0.032145
-0.415699,0.034410,0.035237
-0.403104,0.038406,0.037835
-0.397638,0.047564,0.039070
-0.389860,0.022159,0.040954
-0.382085,0.067342,0.043002
-0.368176,0.073240,0.047144
-0.358236,0.040046,0.050542
-0.351497,0.025731,0.053089
-0.343314,0.064517,0.056478
-0.338714,0.033800,0.058541
-0.322146,0.050134,0.067066
-0.313420,0.079951,0.072353
-0.300773,0.092058,0.081192
-0.272042,0.212507,0.107870
-0.259733,0.086774,0.122875
-0.254431,0.100878,0.130143
-0.250329,0.088633,0.136127
-0.229146,0.338552,0.172665
-0.220867,0.196900,0.189818
-0.220573,0.072418,0.190458
-0.191405,0.454624,0.266143
-0.186716,0.528605,0.280648
-0.185847,0.525376,0.283408
-0.163947,0.241422,0.360388
-0.161943,0.272949,0.368114
-0.157116,0.470857,0.387149
-0.152858,0.156846,0.404413
-0.132481,0.245708,0.492072
-0.128384,0.404879,0.510417
-0.119001,0.524754,0.552858
-0.106794,0.316898,0.608071
-0.104158,0.596830,0.619866
-0.099653,0.778957,0.639842
-0.085144,0.749254,0.701802
-0.076206,0.777442,0.737472
-0.074264,0.672555,0.744915
-0.070921,0.808155,0.757440
